product_id,product_name,category,brand,unit_price,currency,active_flag
P000146,Fitness Tracker,Sports,Puma,512.19,EUR,Y
P000147,Coffee Machine,Home,Dyson,1014.09,GBP,Y
P000148,Laptop,Electronics,Apple,585.63,USD,Y
P000149,Headphones,Electronics,Lenovo,1127.33,EUR,Y
P000150,Dining Table,Home,Bosch,35.87,USD,Y
P000151,Desk,Home,Bosch,1388.94,USD,Y
P000152,Jeans,Clothing,Zara,88.18,EUR,Y
P000153,Lipstick,Beauty,Maybelline,185.82,USD,Y
P000154,Tablet,Electronics,Sony,350.18,USD,Y
P000155,Vacuum Cleaner,Home,IKEA,179.4,GBP,Y
P000156,Dumbbells,Sports,Garmin,678.03,EUR,Y
P000157,T-Shirt,Clothing,Zara,125.47,USD,Y
P000158,Jacket,Clothing,Nike,99.43,EUR,N
P000159,T-Shirt,Clothing,Adidas,73.62,EUR,Y
P000160,Sneakers,Clothing,Zara,21.4,GBP,N
P000161,Dining Table,Home,Siemens,1007.28,USD,Y
P000162,Jacket,Clothing,Puma,225.19,EUR,Y
P000163,Mouse,Electronics,LG,482.89,GBP,Y
P000164,Body Lotion,Beauty,L'Oreal,71.94,GBP,Y
P000165,Face Cream,Beauty,Maybelline,231.68,EUR,Y
P000166,Vacuum Cleaner,Home,IKEA,1227.51,USD,Y
P000167,Sneakers,Clothing,Puma,65.8,GBP,Y
P000168,Running Shoes,Sports,Reebok,519.99,EUR,Y
P000169,Yoga Mat,Sports,Nike,394.11,GBP,Y
P000170,Face Cream,Beauty,L'Oreal,180.85,EUR,Y
P000171,Dining Table,Home,Philips,592.33,EUR,Y
P000172,Football,Sports,Nike,161.25,GBP,N
P000173,Desk,Home,Bosch,1105.08,USD,Y
P000174,Lipstick,Beauty,Garnier,9.83,EUR,Y
P000175,Face Cream,Beauty,L'Oreal,203.27,USD,Y
P000176,Tablet,Electronics,Lenovo,74.04,EUR,Y
P000177,Headphones,Electronics,Lenovo,1394.2,EUR,Y
P000178,Chair,Home,Siemens,95.3,USD,Y
P000179,Jeans,Clothing,Adidas,343.24,EUR,Y
P000180,Perfume,Beauty,L'Oreal,141.71,GBP,Y
P000181,Lipstick,Beauty,L'Oreal,208.15,USD,Y
P000182,Headphones,Electronics,Sony,945.95,USD,Y
P000183,Body Lotion,Beauty,Dove,86.07,EUR,Y
P000184,Monitor,Electronics,LG,310.11,GBP,Y
P000185,Shampoo,Beauty,Maybelline,8.09,GBP,Y
P000186,Body Lotion,Beauty,Garnier,11.16,GBP,Y
P000187,Dumbbells,Sports,Puma,214.01,GBP,Y
P000188,Dumbbells,Sports,Garmin,10.79,EUR,Y
P000189,Jeans,Clothing,Nike,25.03,EUR,Y
P000190,Running Shoes,Sports,Puma,630.15,GBP,Y
P000191,Running Shoes,Sports,Adidas,621.46,GBP,Y
P000192,Jacket,Clothing,Nike,248.24,USD,N
P000193,Running Shoes,Sports,Puma,297.58,USD,N
P000194,Lipstick,Beauty,L'Oreal,171.75,USD,Y
P000195,Fitness Tracker,Sports,Garmin,86.84,USD,Y
P000196,Dress,Clothing,Nike,70.69,EUR,Y
P000197,Yoga Mat,Sports,Puma,533.38,USD,Y
P000198,Desk,Home,Dyson,1012.52,GBP,Y
P000199,Laptop,Electronics,Apple,758.92,GBP,Y
P000200,Fitness Tracker,Sports,Adidas,599.19,EUR,Y
P000201,Body Lotion,Beauty,Nivea,186.0,EUR,N
P000202,Perfume,Beauty,Maybelline,235.33,GBP,Y
P000203,Football,Sports,Nike,422.59,EUR,Y
P000204,Sneakers,Clothing,Nike,348.2,USD,Y
P000205,Perfume,Beauty,Nivea,169.11,EUR,Y
P000206,Coffee Machine,Home,Dyson,1061.22,GBP,Y
P000207,Desk,Home,IKEA,631.13,GBP,Y
P000208,Jacket,Clothing,Puma,337.08,USD,Y
P000209,Face Cream,Beauty,Maybelline,96.04,EUR,N
P000210,Jeans,Clothing,H&M,126.35,GBP,Y
P000211,Body Lotion,Beauty,Nivea,213.77,EUR,Y
P000212,Monitor,Electronics,Sony,419.22,USD,Y
P000213,Yoga Mat,Sports,Reebok,533.76,EUR,Y
P000214,Fitness Tracker,Sports,Puma,653.25,GBP,Y
P000215,Lipstick,Beauty,Nivea,221.16,EUR,Y
P000216,Smartphone,Electronics,Samsung,269.08,EUR,Y
P000217,Desk,Home,IKEA,279.3,USD,N
P000218,Dress,Clothing,Zara,87.23,EUR,Y
P000219,Dress,Clothing,Puma,195.47,GBP,Y
P000220,Vacuum Cleaner,Home,Bosch,495.39,USD,Y
P000221,Dumbbells,Sports,Garmin,176.59,EUR,Y
P000222,Shampoo,Beauty,Nivea,14.71,GBP,Y
P000223,Chair,Home,Dyson,76.36,USD,Y
P000224,Yoga Mat,Sports,Nike,73.55,USD,N
P000225,Monitor,Electronics,Sony,1924.32,USD,Y
P000226,Lipstick,Beauty,L'Oreal,96.03,GBP,N
P000227,Running Shoes,Sports,Adidas,92.93,USD,Y
P000228,Jacket,Clothing,Adidas,274.66,GBP,Y
P000229,Chair,Home,Dyson,81.78,EUR,Y
P000230,Dumbbells,Sports,Reebok,593.65,EUR,Y
P000231,Perfume,Beauty,Maybelline,141.97,EUR,N
P000232,Jeans,Clothing,H&M,297.88,EUR,Y
P000233,Dumbbells,Sports,Nike,210.46,USD,Y
P000234,Body Lotion,Beauty,L'Oreal,113.98,USD,Y
P000235,Chair,Home,IKEA,1489.88,EUR,Y
P000236,Perfume,Beauty,Garnier,28.35,GBP,Y
P000237,Shampoo,Beauty,Maybelline,245.53,EUR,N
P000238,Chair,Home,Bosch,691.75,EUR,Y
P000239,Running Shoes,Sports,Puma,654.79,GBP,Y
P000240,Body Lotion,Beauty,Dove,193.06,USD,N
P000241,Body Lotion,Beauty,Nivea,137.96,EUR,Y
P000242,Dress,Clothing,Puma,179.69,USD,Y
P000243,Yoga Mat,Sports,Nike,483.17,GBP,Y
P000244,Shampoo,Beauty,Maybelline,134.82,GBP,N
P000245,Headphones,Electronics,Dell,1095.61,USD,Y
P000246,T-Shirt,Clothing,Puma,116.41,GBP,N
P000247,Monitor,Electronics,LG,134.65,GBP,Y
P000248,Perfume,Beauty,Nivea,181.89,USD,Y
P000249,Tablet,Electronics,Samsung,2188.69,USD,N
P000250,Shampoo,Beauty,Garnier,234.95,USD,Y
P000251,Sneakers,Clothing,Nike,331.39,EUR,Y
P000252,Desk,Home,Dyson,773.73,GBP,Y
P000253,Body Lotion,Beauty,L'Oreal,60.35,USD,Y
P000254,Perfume,Beauty,Maybelline,190.71,EUR,Y
P000255,Dining Table,Home,IKEA,611.8,GBP,Y
P000256,Yoga Mat,Sports,Garmin,36.67,EUR,N
P000257,Keyboard,Electronics,Lenovo,1826.23,GBP,Y
P000258,Keyboard,Electronics,LG,642.39,EUR,Y
P000259,Headphones,Electronics,Apple,1637.02,EUR,N
P000260,Fitness Tracker,Sports,Nike,256.11,EUR,Y
P000261,Vacuum Cleaner,Home,Siemens,1235.61,USD,Y
P000262,Dress,Clothing,H&M,90.19,EUR,Y
P000263,Jeans,Clothing,Puma,218.96,USD,N
P000264,Monitor,Electronics,LG,1046.02,GBP,Y
P000265,Football,Sports,Nike,444.76,EUR,Y
P000266,Vacuum Cleaner,Home,Bosch,681.64,USD,Y
P000267,T-Shirt,Clothing,H&M,188.38,USD,Y
P000268,Football,Sports,Nike,353.24,GBP,Y
P000269,Coffee Machine,Home,Bosch,1110.57,EUR,Y
P000270,Dumbbells,Sports,Adidas,328.32,USD,Y
P000271,Jeans,Clothing,Zara,155.39,USD,N
P000272,Jeans,Clothing,Adidas,237.43,GBP,N
P000273,Jeans,Clothing,Puma,18.89,USD,Y
P000274,Shampoo,Beauty,Garnier,83.04,GBP,Y
P000275,Chair,Home,Bosch,714.14,EUR,N
P000276,Dress,Clothing,Nike,32.35,USD,Y
P000277,Jacket,Clothing,H&M,310.23,EUR,Y
P000278,Fitness Tracker,Sports,Garmin,156.11,USD,Y
P000279,T-Shirt,Clothing,Zara,297.26,EUR,Y
P000280,Keyboard,Electronics,Apple,1288.79,USD,Y
P000281,Chair,Home,Bosch,242.0,USD,Y
P000282,Dining Table,Home,IKEA,1432.88,EUR,Y
P000283,Dumbbells,Sports,Puma,421.46,EUR,Y
P000284,Dumbbells,Sports,Adidas,202.46,EUR,Y
P000285,Shampoo,Beauty,Dove,110.81,USD,Y
P000286,Face Cream,Beauty,Nivea,35.25,USD,Y
P000287,Smartphone,Electronics,Dell,519.73,USD,Y
P000288,Fitness Tracker,Sports,Nike,192.55,GBP,Y
P000289,Keyboard,Electronics,Apple,1259.61,GBP,Y
P000290,Laptop,Electronics,Lenovo,1532.29,GBP,N
P000291,Tablet,Electronics,Lenovo,1993.73,EUR,Y
P000292,Smartphone,Electronics,Dell,767.53,GBP,N
P000293,Chair,Home,IKEA,1267.37,GBP,Y
P000294,Dining Table,Home,IKEA,635.63,USD,Y
P000295,Lipstick,Beauty,Maybelline,44.2,EUR,Y
P000296,Laptop,Electronics,Sony,1964.78,USD,Y
P000297,Shampoo,Beauty,Dove,156.58,GBP,Y
P000298,Dumbbells,Sports,Adidas,242.73,USD,Y
P000299,Yoga Mat,Sports,Garmin,386.88,EUR,Y
P000300,T-Shirt,Clothing,Puma,226.48,GBP,Y
P000301,Dress,Clothing,Zara,349.4,GBP,Y
P000302,Jacket,Clothing,H&M,263.1,GBP,Y
P000303,Monitor,Electronics,Apple,619.37,USD,Y
P000304,Perfume,Beauty,L'Oreal,46.33,EUR,Y
P000305,Coffee Machine,Home,Siemens,180.67,EUR,Y
P000306,Fitness Tracker,Sports,Adidas,659.44,EUR,Y
P000307,Yoga Mat,Sports,Nike,56.0,EUR,Y
P000308,Jeans,Clothing,Zara,311.78,GBP,Y
P000309,Vacuum Cleaner,Home,Dyson,1468.39,EUR,Y
P000310,Mouse,Electronics,LG,1785.03,GBP,Y
P000311,Body Lotion,Beauty,Nivea,98.7,GBP,Y
P000312,Chair,Home,Dyson,1106.74,USD,Y
P000313,Coffee Machine,Home,Philips,1430.24,EUR,Y
P000314,Laptop,Electronics,Lenovo,1027.26,EUR,Y
P000315,Dress,Clothing,H&M,240.24,GBP,Y
P000316,Sneakers,Clothing,Zara,207.1,EUR,Y
P000317,Jeans,Clothing,Adidas,26.7,GBP,Y
P000318,Coffee Machine,Home,Philips,645.84,USD,Y
P000319,Chair,Home,IKEA,1152.99,USD,Y
P000320,Keyboard,Electronics,Lenovo,1251.74,EUR,Y
P000321,Desk,Home,Dyson,1375.9,EUR,Y
P000322,Dining Table,Home,Philips,541.68,EUR,Y
P000323,Jeans,Clothing,Nike,250.47,GBP,Y
P000324,Body Lotion,Beauty,Garnier,65.75,EUR,Y
P000325,Dumbbells,Sports,Adidas,244.25,GBP,Y
P000326,Laptop,Electronics,Dell,477.25,GBP,Y
P000327,Tablet,Electronics,Sony,340.25,EUR,N
P000328,Football,Sports,Nike,245.28,GBP,N
P000329,Shampoo,Beauty,Dove,236.13,USD,Y
P000330,Headphones,Electronics,Lenovo,1317.83,USD,Y
P000331,Yoga Mat,Sports,Garmin,339.71,EUR,Y
P000332,Coffee Machine,Home,Siemens,836.85,GBP,Y
P000333,Dumbbells,Sports,Reebok,57.63,GBP,Y
P000334,Running Shoes,Sports,Reebok,87.05,GBP,Y
P000335,Dining Table,Home,Bosch,299.49,USD,Y
P000336,Desk,Home,Bosch,1123.46,GBP,Y
P000337,Headphones,Electronics,Samsung,1160.36,GBP,Y
P000338,T-Shirt,Clothing,Adidas,16.55,EUR,Y
P000339,Body Lotion,Beauty,Garnier,120.46,EUR,Y
P000340,Yoga Mat,Sports,Reebok,675.35,USD,N
P000341,Chair,Home,Philips,1191.09,USD,Y
P000342,Shampoo,Beauty,Garnier,205.36,EUR,Y
P000343,Dress,Clothing,Nike,215.82,USD,Y
P000344,Sneakers,Clothing,Puma,329.75,GBP,Y
P000345,Dining Table,Home,Philips,1327.88,USD,Y
P000346,Desk,Home,IKEA,775.04,USD,N
P000347,Dumbbells,Sports,Reebok,347.97,EUR,Y
P000348,Tablet,Electronics,Apple,1650.74,GBP,Y
P000349,Monitor,Electronics,Samsung,1510.4,EUR,Y
P000350,Sneakers,Clothing,Zara,194.84,GBP,Y
P000351,Face Cream,Beauty,Nivea,155.82,USD,Y
P000352,Perfume,Beauty,Maybelline,151.49,USD,Y
P000353,Dumbbells,Sports,Garmin,666.21,EUR,Y
P000354,Smartphone,Electronics,Apple,612.1,GBP,N
P000355,Fitness Tracker,Sports,Adidas,650.54,USD,Y
P000356,Dumbbells,Sports,Puma,420.86,EUR,Y
P000357,Dumbbells,Sports,Nike,101.34,USD,Y
P000358,Mouse,Electronics,Sony,892.84,USD,Y
P000359,Shampoo,Beauty,Garnier,187.65,EUR,Y
P000360,Desk,Home,IKEA,1460.08,EUR,Y
P000361,Lipstick,Beauty,L'Oreal,21.93,USD,Y
P000362,Mouse,Electronics,LG,1065.57,EUR,Y
P000363,Coffee Machine,Home,Philips,1310.52,USD,Y
P000364,Body Lotion,Beauty,Garnier,150.64,GBP,Y
P000365,Laptop,Electronics,Sony,2093.41,EUR,Y
P000366,Jeans,Clothing,Zara,124.9,EUR,Y
P000367,Laptop,Electronics,Dell,1908.93,EUR,Y
P000368,Shampoo,Beauty,Nivea,248.25,GBP,Y
P000369,Jacket,Clothing,Adidas,309.12,GBP,Y
P000370,Shampoo,Beauty,Garnier,155.29,GBP,Y
P000371,Chair,Home,Siemens,1222.19,GBP,Y
P000372,Jacket,Clothing,Nike,334.65,GBP,Y
P000373,Desk,Home,Siemens,555.07,GBP,N
P000374,Tablet,Electronics,Samsung,1628.53,USD,Y
P000375,Perfume,Beauty,Nivea,176.26,GBP,Y
P000376,Desk,Home,IKEA,127.85,USD,N
P000377,Lipstick,Beauty,Nivea,125.51,USD,Y
P000378,Sneakers,Clothing,Puma,217.2,GBP,Y
P000379,Sneakers,Clothing,Zara,49.14,EUR,Y
P000380,Yoga Mat,Sports,Reebok,385.71,USD,Y
P000381,Fitness Tracker,Sports,Nike,571.29,EUR,Y
P000382,Jacket,Clothing,H&M,60.04,GBP,Y
P000383,T-Shirt,Clothing,H&M,302.55,USD,Y
P000384,Football,Sports,Nike,188.36,EUR,Y
P000385,Dumbbells,Sports,Reebok,525.57,EUR,Y
P000386,Keyboard,Electronics,LG,98.73,GBP,Y
P000387,Dumbbells,Sports,Garmin,629.25,USD,Y
P000388,Yoga Mat,Sports,Adidas,564.83,GBP,Y
P000389,Jacket,Clothing,H&M,284.87,USD,Y
P000390,Jeans,Clothing,H&M,177.76,EUR,Y
P000391,Football,Sports,Garmin,458.13,USD,Y
P000392,Vacuum Cleaner,Home,Siemens,359.06,USD,Y
P000393,Yoga Mat,Sports,Nike,573.88,EUR,Y
P000394,T-Shirt,Clothing,Puma,234.48,USD,Y
P000395,Dumbbells,Sports,Adidas,535.59,GBP,Y
P000396,Football,Sports,Nike,488.72,GBP,Y
P000397,Shampoo,Beauty,L'Oreal,82.48,EUR,Y
P000398,Vacuum Cleaner,Home,Siemens,1274.88,EUR,Y
P000399,Coffee Machine,Home,Dyson,687.84,GBP,Y
P000400,T-Shirt,Clothing,Puma,237.07,GBP,Y
P000401,Face Cream,Beauty,Nivea,249.66,USD,Y
P000402,Face Cream,Beauty,Dove,120.64,EUR,Y
P000403,Lipstick,Beauty,L'Oreal,14.93,USD,N
P000404,T-Shirt,Clothing,Puma,323.84,USD,Y
P000405,Perfume,Beauty,Garnier,210.75,GBP,Y
P000406,Chair,Home,Siemens,1432.37,GBP,Y
P000407,Dining Table,Home,Siemens,61.43,EUR,Y
P000408,Shampoo,Beauty,L'Oreal,97.64,USD,Y
P000409,Body Lotion,Beauty,L'Oreal,215.27,GBP,Y
P000410,Desk,Home,Bosch,1156.79,USD,Y
P000411,Perfume,Beauty,L'Oreal,109.73,EUR,Y
P000412,Yoga Mat,Sports,Garmin,681.54,EUR,Y
P000413,Body Lotion,Beauty,Garnier,7.07,USD,Y
P000414,Dining Table,Home,Dyson,407.95,GBP,Y
P000415,Body Lotion,Beauty,Nivea,41.72,USD,Y
P000416,Shampoo,Beauty,L'Oreal,198.66,GBP,N
P000417,Dumbbells,Sports,Adidas,647.77,GBP,Y
P000418,Keyboard,Electronics,Sony,953.78,USD,Y
P000419,Chair,Home,Bosch,819.55,USD,Y
P000420,Yoga Mat,Sports,Adidas,477.79,EUR,Y
P000421,Jeans,Clothing,Adidas,314.11,USD,N
P000422,Running Shoes,Sports,Garmin,219.63,USD,Y
P000423,Monitor,Electronics,Samsung,39.92,EUR,Y
P000424,Laptop,Electronics,Samsung,1645.08,EUR,Y
P000425,Dress,Clothing,Zara,253.23,USD,Y
P000426,Headphones,Electronics,LG,467.69,EUR,Y
P000427,Sneakers,Clothing,Nike,311.26,EUR,N
P000428,Vacuum Cleaner,Home,Philips,1240.98,GBP,Y
P000429,Desk,Home,Bosch,1042.99,EUR,Y
P000430,Yoga Mat,Sports,Reebok,225.39,GBP,Y
P000431,Desk,Home,Bosch,565.7,USD,Y
P000432,Lipstick,Beauty,Nivea,215.8,GBP,N
P000433,Jeans,Clothing,Puma,143.7,USD,Y
P000434,Shampoo,Beauty,Nivea,186.28,USD,Y
P000435,Body Lotion,Beauty,Nivea,235.68,USD,Y
P000436,Laptop,Electronics,Dell,1967.4,EUR,Y
P000437,Tablet,Electronics,Apple,288.46,GBP,Y
P000438,Shampoo,Beauty,Dove,168.15,USD,N
P000439,Chair,Home,Bosch,1150.1,EUR,Y
P000440,Sneakers,Clothing,Puma,173.79,USD,Y
P000441,T-Shirt,Clothing,Puma,202.53,USD,Y
P000442,Dumbbells,Sports,Garmin,618.58,EUR,Y
P000443,Desk,Home,Philips,1268.16,EUR,Y
P000444,Football,Sports,Garmin,673.84,EUR,Y
P000445,Jeans,Clothing,Nike,330.36,EUR,Y
P000446,Monitor,Electronics,Apple,401.95,EUR,Y
P000447,Jeans,Clothing,H&M,265.97,USD,Y
P000448,Yoga Mat,Sports,Puma,516.33,USD,N
P000449,Desk,Home,IKEA,1263.23,EUR,Y
P000450,Perfume,Beauty,L'Oreal,227.72,USD,N
P000451,Perfume,Beauty,Dove,93.78,GBP,Y
P000452,Football,Sports,Reebok,484.84,USD,Y
P000453,Chair,Home,Dyson,428.62,USD,Y
P000454,Shampoo,Beauty,Nivea,23.25,EUR,Y
P000455,T-Shirt,Clothing,Zara,154.66,EUR,Y
P000456,Sneakers,Clothing,Puma,190.64,GBP,N
P000457,Keyboard,Electronics,Lenovo,1136.03,GBP,Y
P000458,Fitness Tracker,Sports,Garmin,527.62,GBP,Y
P000459,Shampoo,Beauty,Garnier,96.09,GBP,Y
P000460,Coffee Machine,Home,Bosch,549.74,EUR,N
P000461,Fitness Tracker,Sports,Adidas,103.36,EUR,Y
P000462,T-Shirt,Clothing,Nike,288.6,GBP,Y
P000463,Smartphone,Electronics,Lenovo,966.99,EUR,Y
P000464,Shampoo,Beauty,Nivea,53.04,EUR,Y
P000465,Dining Table,Home,Siemens,151.17,USD,Y
P000466,Vacuum Cleaner,Home,Siemens,1091.43,USD,Y
P000467,Face Cream,Beauty,Nivea,194.54,EUR,Y
